Station_Name,Longitude,Latitude,Street_Address
COUNTY DOWNTOWN VHC 5,-121.875248,37.344441,79 N 17th St
COUNTY DOWNTOWN VHC 6,-121.875263,37.34446,79 N 17th St
COUNTY DOWNTOWN VHC 3,-121.875215,37.344398,79 N 17th St
COUNTY DOWNTOWN VHC 4,-121.875234,37.34442,79 N 17th St
TASMAN TASMAN 7,-121.972339,37.4046,2525 Tasman Dr
TASMAN TASMAN 16,-121.972224,37.404541,2525 Tasman Dr
TASMAN TASMAN 18,-121.972253,37.404585,2525 Tasman Dr
TASMAN TASMAN 23,-121.972335,37.404687,2525 Tasman Dr
TASMAN TASMAN 9,-121.972377,37.404646,2525 Tasman Dr
TASMAN TASMAN 6,-121.972322,37.404578,2525 Tasman Dr
TASMAN TASMAN 21,-121.972299,37.40464,2525 Tasman Dr
TASMAN TASMAN 24,-121.972352,37.404712,2525 Tasman Dr
TASMAN TASMAN 17,-121.972236,37.404564,2525 Tasman Dr
TASMAN TASMAN 5,-121.972308,37.404558,2525 Tasman Dr
TASMAN TASMAN 3,-121.972279,37.404519,2525 Tasman Dr
TASMAN TASMAN 2,-121.972268,37.4045,2525 Tasman Dr
TASMAN TASMAN 22,-121.972321,37.404662,2525 Tasman Dr
TASMAN TASMAN 10,-121.972394,37.404668,2525 Tasman Dr
TASMAN TASMAN 12,-121.972432,37.404716,2525 Tasman Dr
TASMAN TASMAN 15,-121.972209,37.404525,2525 Tasman Dr
TASMAN TASMAN 1,-121.972248,37.404475,2525 Tasman Dr
TASMAN TASMAN 4,-121.972295,37.40454,2525 Tasman Dr
TASMAN TASMAN 20,-121.972283,37.404617,2525 Tasman Dr
TASMAN TASMAN 19,-121.972266,37.404605,2525 Tasman Dr
TASMAN TASMAN 8,-121.972355,37.404623,2525 Tasman Dr
TASMAN TASMAN 14,-121.972197,37.404506,2525 Tasman Dr
TASMAN TASMAN 11,-121.972413,37.404692,2525 Tasman Dr
LOMA LINDA UNIV SB 7,-117.298387,34.096805,221-251 S G St
LOMA LINDA UNIV SB 6,-117.298341,34.096863,221-251 S G St
LOMA LINDA UNIV SB 5,-117.298339,34.096783,221-251 S G St
LOMA LINDA UNIV SB 4,-117.29839,34.09682,221-251 S G St
LOMA LINDA UNIV SB 2,-117.298403,34.096778,221-251 S G St
SDIA TERMINAL 1,-117.197638,32.731322,2701 N Harbor Dr
WINDPLAY WINDPLAY # 2,-121.069982,38.637615,4944 Windplay Dr
WINDPLAY WINDPLAY # 1,-121.070003,38.637666,4944 Windplay Dr
IRVINE  CO  OFC 250 SPECTRUM 05,-117.747616,33.652554,250 Spectrum
IRVINE  CO  OFC 250 SPECTRUM 01,-117.747754,33.652557,250 Spectrum
IRVINE  CO  OFC 250 SPECTRUM 02,-117.747716,33.652557,250 Spectrum
IRVINE  CO  OFC 250 SPECTRUM 06,-117.747587,33.652554,250 Spectrum
IRVINE  CO  OFC 250 SPECTRUM 03,-117.747682,33.652555,250 Spectrum
ESSEX AGORA STATION 1,-122.059119,37.894153,1305 S Main St
JOHN MUIR HLTH JMH 5003 CC #2,-122.031256,38.015157,5003 Commercial Circle
MONOGRAM RES OLUME 1,-122.41607,37.77499,1401 Mission St
CPEX SOUTH BAY CTS,-117.076671,32.631434,590 3rd Ave
SHS MISSION VAL STATION 2,-117.137836,32.771734,2401 Camino Del Rio N
ONTARIO 76 CHARGER 2,-117.611533,34.063302,1850 E Holt Blvd
CCSF - SFO SFO INT LOT G-3,-122.392493,37.615663,San Francisco International Airport Internati
CCSF - SFO SFO INT LOT G-1,-122.392937,37.615615,San Francisco International Airport Internati
CCSF - SFO SFO INT LOT G-6,-122.393111,37.615442,San Francisco International Airport Internati
CCSF - SFO SFO INT LOT G-7,-122.39307,37.615465,San Francisco International Airport Internati
CCSF - SFO SFO INT LOT G-5,-122.393081,37.615591,San Francisco International Airport Internati
CCSF - SFO SFO INT LOT G-8,-122.393017,37.615489,San Francisco International Airport Internati
ROBLE ROBLE LL2-11,-122.175356,37.42621,375 Santa Teresa St
STANFORD ROBLE LL2-12,-122.175289,37.426215,375 Santa Teresa St
ROBLE ROBLE LL1-DIS,-122.175435,37.426324,375 Santa Teresa St
DUBLIN KIA #1,-121.877362,37.703498,4300 D John Monego Ct
WESTFIELD STATION 3,-118.604216,34.184447,6439-6463 Owensmouth Ave
WESTFIELD STATION 10,-118.60407,34.184337,6439-6463 Owensmouth Ave
WESTFIELD STATION 6,-118.604089,34.184359,6439-6463 Owensmouth Ave
WESTFIELD STATION 11,-118.604024,34.18437,6439-6463 Owensmouth Ave
WESTFIELD STATION 4,-118.603971,34.18417,6439-6463 Owensmouth Ave
WESTFIELD STATION 5,-118.604068,34.184385,6439-6463 Owensmouth Ave
WESTFIELD STATION 8,-118.604073,34.184219,6439-6463 Owensmouth Ave
WESTFIELD STATION 9,-118.604136,34.184316,6439-6463 Owensmouth Ave
WESTFIELD STATION 12,-118.604096,34.184092,6439-6463 Owensmouth Ave
ELAN MENLO PARK L62,-122.182245,37.486153,3645 Haven Ave
ELAN MENLO PARK M65,-122.182387,37.485893,3645 Haven Ave
ESSEX AVENUE 64 1,-122.296292,37.842989,6399 Christie Ave
TORRANCE WILSON PARK DC,-118.325232,33.82754,2300-2376 Jefferson St
HQ STATION 5 SFS DO #2,-118.064171,33.949734,9807 Bell Ranch Dr
HQ STATION 5 SFS DO #1,-118.064168,33.949584,9807 Bell Ranch Dr
UC SANTABARBARA 10 PARKING 2,-119.840428,34.415815,UCSB - 10 Parking Structure Mesa Rd
UC SANTABARBARA 10 PARKING 4,-119.840587,34.41564,UCSB - 10 Parking Structure Mesa Rd
UC SANTABARBARA 10 PARKING 3,-119.8406,34.415733,UCSB - 10 Parking Structure Mesa Rd
FACEBOOK MPK28-04 GW,-122.171578,37.479676,164 Jefferson Dr
FACEBOOK MPK28-12,-122.171452,37.479474,164 Jefferson Dr
FACEBOOK MPK28-11,-122.171493,37.479438,164 Jefferson Dr MPK 28
FACEBOOK MPK28-14,-122.171442,37.479521,164 Jefferson Dr
FACEBOOK MPK28-13,-122.171482,37.479436,164 Jefferson Dr
IRVINE  CO  OFC FOX PLAZA PS 05,-118.414053,34.054307,2121 Avenue of the Stars
IRVINE  CO  OFC FOX PLAZA PS 04,-118.414038,34.054338,2121 Avenue of the Stars
IRVINE  CO  OFC FOX PLAZA PS 01,-118.413978,34.05442,2121 Avenue of the Stars
IRVINE  CO  OFC FOX PLAZA PS 02,-118.413998,34.054395,2121 Avenue of the Stars
IRVINE  CO  OFC FOX PLAZA PS 03,-118.414018,34.054364,2121 Avenue of the Stars
DC CORRIDOR SYV MARRIOTT 2,-120.188907,34.615883,555 McMurray Rd
TORRANCE WALTERIA L2,-118.35337,33.804545,3855 W 242nd St
TORRANCE MCMASTERPARK L2,-118.335375,33.871695,17537 Yukon Ave
TORRANCE POST DC,-118.317104,33.834938,1334 Post Ave
MAIN STREET MSC 2,-122.009363,37.324289,19500 Stevens Creek Blvd
MAIN STREET MSC 11,-122.009148,37.324285,19500 Stevens Creek Blvd
MAIN STREET MSC 4,-122.00932,37.32429,19500 Stevens Creek Blvd
MAIN STREET MSC 8,-122.009217,37.324292,19500 Stevens Creek Blvd
MAIN STREET MSC 5,-122.009292,37.324293,19500 Stevens Creek Blvd
MAIN STREET MSC 9,-122.009194,37.324291,19500 Stevens Creek Blvd
MAIN STREET MSC 3,-122.009335,37.324289,19500 Stevens Creek Blvd
MAIN STREET MSC 10,-122.009176,37.32429,19500 Stevens Creek Blvd
MAIN STREET MSC 6,-122.009275,37.324292,19500 Stevens Creek Blvd
MAIN STREET MSC 1,-122.009403,37.324293,19500 Stevens Creek Blvd
ESSEX WILSHIRELABREA1,-118.343172,34.061969,5200 Wilshire Blvd
ESSEX WILSHIRELABREA3,-118.343194,34.061952,5200 Wilshire Blvd
IRVINE  CO  OFC LBP 15370BARR 2,-117.742744,33.661143,15370 Barranca Pkwy
CUPERTINO STATION 02,-122.028366,37.317995,10800 Torre Ave
EVSP WALGREENS STORE 5501 #2,-121.308671,38.75144,3999 Foothills Blvd
IRVINE  CO  OFC DBC 46DISCVRY 2,-117.755337,33.664819,46 Discovery
EVSP WALGREENS STORE 13597 (2),-121.504137,38.480852,1420 Meadowview Rd
JOHN HANCOCK 5000 BIRCH 4,-117.858977,33.664429,5000 Birch St
JOHN HANCOCK 5000 BIRCH 3,-117.858946,33.664464,5000 Birch St
HQ STATION 5 STATION #3,-121.486341,38.597428,700 N 10th St
HQ STATION 5 STATION #5,-121.48631,38.597393,700 N 10th St
HQ STATION 5 STATION #4,-121.486297,38.597454,700 N 10th St
HQ STATION 5 STATION #2,-121.486381,38.597508,700 N 10th St
IRVINE  CO  OFC PACARTS 3201 01,-117.884239,33.688598,3201 Park Center Drive
KILROY REALTY TRIBECA P1 01,-118.456898,34.032732,12233 W Olympic Blvd
CCC CCC FV2,-117.929139,33.715663,11460 Warner Ave
TORRANCE CIVIC CENTER 1,-118.343357,33.838359,3301 Torrance Blvd
TORRANCE COLUMBIA DC,-118.344276,33.860262,4045 190th St
CCSF SFMTA JAPAN CENTER,-122.430237,37.784912,1610 Geary Blvd
STUDIO 1360-STATION 04,-118.36055,34.138948,111 Universal Hollywood Dr
STUDIO 1360-STATION 02,-118.360597,34.138937,111 Universal Hollywood Dr
CNTYOFRIVERSIDE RCIC #3,-117.375823,33.97332,3450 14th Street
CNTYOFRIVERSIDE RCIC#1,-117.375691,33.973715,3450 14TH STREET
STUDIO 2128-STATION 06,-118.358486,34.143017,Muddy Waters Drive
STUDIO 2128-STATION 04,-118.358395,34.14303,Muddy Waters Drive
STUDIO 2128-STATION 01,-118.358344,34.143037,Muddy Waters Drive
STUDIO 2128-STATION 03,-118.358232,34.143033,Muddy Waters Drive
STUDIO 2128-STATION 05,-118.358435,34.143033,Muddy Waters Drive
CNTYOFRIVERSIDE MEYERS MH#1,-117.441362,33.909501,3075-3125 Myers St
101 N BRAND STATION 2,-118.255385,34.146444,101 N Brand Blvd
101 N BRAND STATION 1,-118.255338,34.146449,101 N Brand Blvd
CNTYOFRIVERSIDE DPSS MH#1,-117.459507,33.917587,4095 County Circle Dr
CNTYOFRIVERSIDE DPSSKIDD#1,-117.464098,33.916626,10281-10299 Kidd St
IRVINE  CO  OFC 36 EXEC PRK 01,-117.859668,33.685943,36 Executive Park
CPEX SAN DIEGO CAC 1,-117.172357,32.720378,1600 Pacific Hwy
FALLON GATEWAY STATION 2,-121.852553,37.705626,2700 Dublin Blvd
600 HARRISON STATION #2,-122.395826,37.784126,600 Harrison St
IRVINE  CO  OFC MPC 350 COMM 02,-117.787094,33.716025,350 Commerce
IRVINE  CO  OFC MPC 350 COMM 01,-117.787132,33.715994,350 Commerce
CNTYOFRIVERSIDE SWJC ADULT DETE,-117.121037,33.580668,30755 Auld Rd
ESSEX PE LOFTS 02,-118.249994,34.04483,610 S Main St
IRVINE  CO  OFC MPC 3200 ECR 01,-117.79041,33.719217,3200 El Camino Real
SYCUAN CASINO SYCUAN 3,-116.828865,32.787162,5469 Casino Way
SYCUAN CASINO SYCUAN 4,-116.828786,32.787117,5469 Casino Way
SYCUAN CASINO SYCUAN 1,-116.828786,32.787158,5469 Casino Way
USH PARKING JURASSIC 3,-118.352249,34.135483,Coral Dr
USH PARKING JURASSIC 4,-118.352182,34.135406,Coral Dr
GREENSPACE MIRABELLA 2,-118.429915,34.065891,10430 Wilshire Blvd.
TISHMAN SPEYER PV4 9,-118.401871,33.983277,11985 W Bluff Creek Dr
TISHMAN SPEYER PV4 1,-118.401666,33.983265,11985 W Bluff Creek Dr
TISHMAN SPEYER PV4 6,-118.401791,33.983277,11985 W Bluff Creek Dr
TISHMAN SPEYER PV4 2,-118.401698,33.98327,11985 W Bluff Creek Dr
TISHMAN SPEYER PV4 4,-118.401742,33.983273,11985 W Bluff Creek Dr
TISHMAN SPEYER PV4 3,-118.40172,33.983272,11985 W Bluff Creek Dr
TISHMAN SPEYER PV4 8,-118.401839,33.983276,11985 W Bluff Creek Dr
TISHMAN SPEYER PV4 7,-118.401816,33.983277,11985 W Bluff Creek Dr
TISHMAN SPEYER PV5 12,-118.403432,33.981247,12015 W Bluff Creek Dr
TISHMAN SPEYER PV5 13,-118.403452,33.981256,12015 W Bluff Creek Dr
TISHMAN SPEYER PV5 10,-118.403393,33.98122,12015 W Bluff Creek Dr
TISHMAN SPEYER PV5 11,-118.403413,33.981233,12015 W Bluff Creek Dr
SAISON DC FAST 02,-121.632027,37.133658,17035 Condit Rd
FLAMINGO STATION 02,-122.688402,38.451226,2777 4th St
SANTA CLARA U. 455 ECR MID,-121.9339,37.350851,455 El Camino Real
CPEX SAN DIEGO COC 5,-117.12905,32.833852,5515 Overland Avenue
CPEX SAN DIEGO COC 3,-117.128972,32.834237,5515 Overland Ave
CPEX SAN DIEGO COC 4,-117.128877,32.834242,5515 Overland Ave
ARE-ILLINOIS ST STATION 3,-122.387586,37.766082,499 Illinois St
BLOCK C GARAGE EAST UNIT,-117.15984,33.136147,250 North City Drive
VERGE6850 EV STATION 02,-117.093988,32.798334,6850 Mission Gorge Rd
USH PARKING ET 5,-118.351099,34.134597,1070 Universal Studios Blvd
USH PARKING ET 4,-118.351108,34.134567,1070 Universal Studios Blvd
USH PARKING ET 8,-118.351092,34.134649,1070 Universal Studios Blvd
USH PARKING ET 6,-118.351098,34.134617,1070 Universal Studios Blvd
USH PARKING ET 3,-118.351109,34.134543,1070 Universal Studios Blvd
USH PARKING ET 7,-118.351095,34.13464,1070 Universal Studios Blvd
USH PARKING ET 2,-118.351114,34.134518,1070 Universal Studios Blvd
IRVINE  CO  OFC LJ GATEWAY 3-4,-117.206119,32.873795,9191 Towne Centre Dr
IRVINE  CO  OFC LJ GATEWAY 5,-117.206117,32.873749,9191 Towne Center Dr
L.A. LIVE EV CH UNIT 7,-118.265836,34.044928,888 W Olympic Blvd
L.A. LIVE EV CH UNIT 6,-118.265778,34.044988,888 W Olympic Blvd
L.A. LIVE EV CH UNIT 8,-118.265897,34.044864,888 W Olympic Blvd
L.A. LIVE EV CH UNIT 1,-118.268632,34.045012,1005 Chick Hearn Ct
L.A. LIVE EV CH UNIT 2,-118.268563,34.045017,1005 Chick Hearn Ct
L.A. LIVE EV CH UNIT 4,-118.268614,34.044854,1005 Chick Hearn Ct
IRVINE  CO  OFC SCG 5451 GAP 06,-121.976922,37.410592,5451 Great America Pkwy
IRVINE  CO  OFC SCG 5451 GAP 04,-121.977183,37.411103,5451 Great America Pkwy
IRVINE  CO  OFC SCG 5451 GAP 01,-121.977018,37.411105,5451 Great America Pkwy
IRVINE  CO  OFC SCG 5451 GAP 02,-121.977124,37.411103,5451 Great America Pkwy
IRVINE  CO  OFC DBC 38DISCVRY 1,-117.754622,33.666578,38 Discovery
HOLLYWOOD 959 LEVEL 2 - 04,-118.333494,34.088611,959 Seward St
HOLLYWOOD 959 LEVEL 2 - 02,-118.333612,34.088456,959 Seward St
HOLLYWOOD 959 LEVEL 2 - 01,-118.333485,34.088666,959 Seward St
RCRC STATIONS ROSEMEAD 2,-118.076597,34.079508,Steele St
HOLLYWOOD 959 LEVEL 6 - 01,-118.333898,34.088806,6600-6650 Romaine St
HOLLYWOOD 959 LEVEL 1 - 01,-118.333909,34.088805,6600-6650 Romaine St
HOLLYWOOD 959 LEVEL 4 - 01,-118.334036,34.08881,6600-6650 Romaine St
HOLLYWOOD 959 LEVEL 3 - 01,-118.333971,34.088808,6600-6650 Romaine St
HOLLYWOOD 959 LEVEL 3 - 02,-118.333956,34.088806,6600-6650 Romaine St
HOLLYWOOD 959 LEVEL 6 - 02,-118.333947,34.088806,6600-6650 Romaine St
HOLLYWOOD 959 LEVEL 4 - 03,-118.333985,34.088807,6600-6650 Romaine St
HOLLYWOOD 959 LEVEL 1 - 02,-118.333916,34.088807,6600-6650 Romaine St
HOLLYWOOD 959 LEVEL 4 - 02,-118.33402,34.088813,6600-6650 Romaine St
HOLLYWOOD 959 LEVEL 6 - 03,-118.333977,34.0888,6600-6650 Romaine St
HOLLYWOOD 959 LEVEL 3 - 03,-118.333926,34.088804,6600-6650 Romaine St
HOLLYWOOD 959 LEVEL 5 - 02,-118.333886,34.088806,6600-6650 Romaine St
HOLLYWOOD 959 LEVEL 5 - 03,-118.334004,34.088801,6600-6650 Romaine St
HOLLYWOOD 959 LEVEL 1 - 03,-118.333964,34.088806,6600-6650 Romaine St
222 GARAGE 222 2ND GARAGE2,-122.398252,37.786342,222 2nd St
425 MARKET ST. PARKING GARAGE,-122.398125,37.791121,425 Market St
CSUSB C- STATION 2,-117.328045,34.182124,5500 University Parkway Lot C
IRVINE  CO  OFC SCG 2755 GAW 02,-121.976891,37.415181,2755 Great America Way
IRVINE  CO  OFC SCG 2755 GAW 01,-121.976705,37.415169,2755 Great America Way
MEADOWS APTS MEADOWS BLDG M,-122.047078,37.388843,1000 Escalon Ave
IRVINE  CO  OFC PACARTS 3200 01,-117.88193,33.688527,3200 Park Center Dr
IRVINE  CO  OFC PACARTS 3200 03,-117.8819,33.688529,3200 Park Center Dr
IRVINE  CO  OFC PACARTS 3200 05,-117.881874,33.688529,3200 Park Center Dr
IRVINE  CO  OFC PACARTS 3200 06,-117.881846,33.688529,3200 Park Center Dr
IRVINE  CO  OFC PACARTS 3200 07,-117.881821,33.688532,3200 Park Center Dr
660 MATEO LLC 661 1,-118.231476,34.035908,661 Imperial St
660 MATEO LLC 661 3,-118.231519,34.0359,661 Imperial St
660 MATEO LLC 661 7,-118.231597,34.035897,661 Imperial St
660 MATEO LLC 661 5,-118.231559,34.035895,661 Imperial St
7+BRIDGE STATION 3,-118.228615,34.033834,2135 E 7th Pl
7+BRIDGE STATION 1,-118.228707,34.033838,2135 E 7th Pl
LIBRARY HOST LIBRARY 1 HOST,-120.42526,37.366167,5200 Lake Rd
CITY HALL STATION #2,-121.65133,37.128379,550 E 3rd St
CITY HALL STATION 1,-121.65135,37.128376,550 E 3rd St
1400 PAGE MILL CARPORT 5,-122.148716,37.416719,1400 Page Mill Rd
1400 PAGE MILL CARPORT 2,-122.148829,37.416782,1400 Page Mill Rd
1400 PAGE MILL CARPORT 4,-122.148754,37.416739,1400 Page Mill Rd
1400 PAGE MILL CARPORT 3,-122.148794,37.416764,1400 Page Mill Rd
THE CLUBHOUSE WEST 1,-121.897418,37.655317,1605 Lexington Ln
THE CLUBHOUSE EAST 1,-121.897461,37.655345,1605 Lexington Ln
THE CLUBHOUSE NORTH 2,-121.897435,37.655321,1605 Lexington Ln
THE CLUBHOUSE WEST 2,-121.897416,37.655305,1605 Lexington Ln
THE CLUBHOUSE NORTH 1,-121.897442,37.655326,1605 Lexington Ln
IRVINE  CO  OFC CBC 153 TECH 02,-117.746844,33.662986,153 Technology Dr
ARE - 10996 STATION 2,-117.238669,32.904111,10996 Torreyana Rd
WINN VOLKSWAGEN LV II,-121.996405,37.522416,39695 Balentine Dr
NICKELODEON STATION 02,-118.316495,34.175012,231 W Olive Ave
NICKELODEON STATION 03,-118.316469,34.175034,231 W Olive Ave
STANFORD TH STATION 1,-122.163233,37.432241,295 Galvez St
PACIFIC CITY HB P2 FRONT,-117.996756,33.654742,21058 Pacific Coast Hwy
PACIFIC CITY HB P2 BACK,-117.996678,33.654713,21058 Pacific Coast Hwy
PACIFIC CITY HB P1 BACK,-117.996802,33.654758,21058 Pacific Coast Hwy
CALPOLY GRAND EV1,-120.657602,35.298356,Tahoe Rd
BROOKFIELD WEST WFC HILL ST 02,-118.248562,34.052633,235 S Hill St
UCR LOT 24 STATION1,-117.330122,33.97744,3654-3710 Canyon Crest Dr
STANFORD STATION 3 PS-5,-122.182692,37.431872,360 Oak Rd
STANFORD STATION 1 PS-5,-122.182477,37.431991,360 Oak Rd
EQUITY OFC - OC GRIFFINPARKING2,-117.8659,33.696409,5 Hutton Centre Dr
UCR LOT 1 STATION 1,-117.332069,33.97321,W Campus Dr
CHARGEPOINT WVCC 1684DELL 2,-121.957718,37.261374,1684 Dell Ave
CHARGEPOINT WVCC 1684DELL 1,-121.957712,37.261456,1684 Dell Ave
DLR M&F 59&60,-117.926626,33.815026,1313 Disneyland Dr
DLR M&F 31&32,-117.927227,33.815017,1313 Disneyland Dr
DLR M&F 25&26,-117.927174,33.815017,1313 Disneyland Dr
DLR M&F 21&22,-117.927082,33.815024,1313 Disneyland Dr
DLR M&F 65&66,-117.926782,33.815048,1313 Disneyland Dr
DLR M&F 27&28,-117.926959,33.81503,1313 Disneyland Dr
DLR M&F 49&50,-117.927689,33.815012,1313 Disneyland Dr
DLR M&F 29&30,-117.927216,33.815044,1313 Disneyland Dr
DLR M&F 37&38,-117.927329,33.815017,1313 Disneyland Dr
DLR M&F 57&58,-117.926586,33.815037,1313 Disneyland Dr
DLR M&F 23&24,-117.927139,33.815021,1313 Disneyland Dr
DLR M&F 67&68,-117.926838,33.815039,1313 Disneyland Dr
DLR M&F 43&44,-117.927442,33.814999,1313 Disneyland Dr
DLR M&F 45&46,-117.927506,33.815017,1313 Disneyland Dr
DLR M&F 47&48,-117.927613,33.814999,1313 Disneyland Dr
DLR M&F 33&34,-117.927281,33.815021,1313 Disneyland Dr
DLR M&F 39&40,-117.926991,33.815044,1313 Disneyland Dr
DLR M&F 63&64,-117.926715,33.815033,1313 Disneyland Dr
DLR M&F 01&02,-117.926665,33.815017,1313 Disneyland Dr
DLR M&F 05&06,-117.926334,33.815054,1313 Disneyland Dr
DLR M&F 07&08,-117.926495,33.815062,1313 Disneyland Dr
DLR M&F 41&42,-117.927356,33.815008,1313 Disneyland Dr
DLR M&F 69&70,-117.926879,33.815035,1313 Disneyland Dr
DLR M&F 35&36,-117.927313,33.815017,1313 Disneyland Dr
MEMCO STATION #1,-121.978225,37.403649,2901 Tasman Dr
UCSD TORREY PINES 2,-117.241652,32.892202,3377 N Torrey Pines Ct
THECAMDEN B4 ST2,-118.326111,34.099375,1540 Vine St
THECAMDEN B4 ST1,-118.325767,34.099242,1540 Vine St
THECAMDEN B2 ST2,-118.325874,34.099375,1540 Vine St
THECAMDEN B3 ST2,-118.32595,34.099162,1540 Vine St
100 VIEW STATION 2,-122.076881,37.393678,100 View St
CAPITAL GROUP PS3,-117.763958,33.673585,6455 Irvine Center Drive
CASTRO MTN VIEW CASTRO 1,-122.0721,37.392735,150 W Evelyn Ave
CASTRO MTN VIEW CASTRO 2,-122.071804,37.39242,150 W Evelyn Ave
IRVINE  CO  OFC MACARTHUR CT 05,-117.860646,33.670164,4675 MacArthur Court
IRVINE  CO  OFC MACARTHUR CT 03,-117.860753,33.670145,4675 MacArthur Ct
IRVINE  CO  OFC MACARTHUR CT 01,-117.860782,33.670111,4675 MacArthur Ct
CITY HALL CITY HALL 2,-122.873759,38.612704,405 Grove St
CITY HALL CITY HALL 1,-122.873789,38.612699,405 Grove St
IRVINE  CO  OFC 1400 NCD 01,-117.880096,33.609698,1400 Newport Center Dr.
IRVINE  CO  OFC IRV TWRS PH3 02,-117.84927,33.677467,18050 Von Karman Ave.
IRVINE  CO  OFC IRV TWRS PH3 01,-117.849265,33.677512,18050 Von Karman Ave
VENTURA COLLEGE NORTH LOT NGW,-119.230278,34.278496,4667 Telegraph Rd
VENTURA COLLEGE EAST LOT 01,-119.227571,34.277328,4667 Telegraph Rd
VENTURA COLLEGE EAST LOT 02,-119.22756,34.27728,4667 Telegraph Rd
IRVINE  CO  OFC IRV TWRS PH1 07,-117.850222,33.676858,18300 Von Karman Ave.
IRVINE  CO  OFC IRV TWRS PH1 03,-117.850287,33.676894,18300 Von Karman Ave
IRVINE  CO  OFC IRV TWRS PH1 01,-117.850305,33.676914,18300 Von Karman Ave
ESSEX MISSION BAY 2,-122.391581,37.773038,1200 4th Street
ESSEX MISSION BAY 1,-122.391581,37.773066,1200 4th St
STANFORD STATION 8 PS-5,-122.182838,37.43171,340 Oak Rd
STANFORD STATION 5 PS-5,-122.182838,37.43174,340 Oak Rd
STANFORD STATION 6 PS-5,-122.182851,37.431757,340 Oak Rd
STANFORD STATION 4 PS-5,-122.182865,37.431752,340 Oak Rd
ENCINO EXEC TWR STATION 01,-118.495278,34.158291,16633 Ventura Blvd
CENTRAL PARK STATION 1,-118.33801,34.152398,3500 W Olive Ave
IRVINE  CO  OFC ONE LJC 01,-117.205827,32.876052,4655 Executive Dr
IRVINE  CO  OFC ONE LJC 03,-117.205828,32.876107,4655 Executive Dr
IRVINE  CO  OFC ONE LJC 05,-117.205772,32.876126,4655 Executive Dr
IRVINE  CO  OFC ONE LJC 04,-117.205829,32.876124,4655 Executive Dr
CALPOLY LOT H2 EV1,-120.663519,35.302666,University Dr
CALPOLY LOT H2 EV2,-120.663502,35.302596,University Dr
CALPOLY LOT H2 EV3,-120.663488,35.302553,University Dr
OAKWOOD OAKWOOD #1,-118.440941,34.037625,11340 W. Olympic Blvd.
CNTYOFRIVERSIDE INDIO PKG 2NDFL,-116.21767,33.712757,82757 Plaza Ave
CAMPUS 2100 STATION 2,-118.39003,33.918408,2100 E. Grand Avenue
CAMPUS 2100 STATION 1,-118.389944,33.918408,2100 E. Grand Avenue
BLUE_GREEN_PRKG BLUE GREEN #1,-118.381804,34.083081,8687 Melrose Ave
DRY CREEK INN DCI#1,-122.877166,38.625583,198 Dry Creek Rd
CPEX KETTNER 2,-117.169631,32.721782,715 W Cedar St
BROOKFIELD WEST GAS CO TWR 5-6,-118.253362,34.050021,555 W 5th St
BROOKFIELD WEST GAS CO TWR 3-4,-118.253351,34.05004,555 W 5th St
LEGOLAND STATION 02,-117.309335,33.125833,1 Legoland Dr
LEGOLAND STATION 01,-117.309317,33.125839,1 Legoland Dr
IRVINE  CO  OFC 5 PARK PLAZA 01,-117.837311,33.67639,5 Park Plaza
IRVINE  CO  OFC 5 PARK PLAZA 03,-117.837958,33.676118,5 Park Plaza
UCSF CAMPUS MBHOSPITAL EV8,-122.394116,37.76813,1835 Owens St
UCSF CAMPUS MBHOSPITAL EV7,-122.394148,37.76813,1835 Owens St
UCSF CAMPUS MBHOSPITAL EV3,-122.394273,37.76812,1835 Owens St
UCSF CAMPUS MBHOSPITAL EV4,-122.394246,37.768121,1835 Owens St
UCSF CAMPUS MBHOSPITAL EV6,-122.394181,37.768128,1835 Owens St
UCSF CAMPUS MBHOSPITAL EV1,-122.394341,37.768114,1835 Owens St
UCSF CAMPUS MBHOSPITAL EV2,-122.394307,37.76812,1835 Owens St
SMCCD SKY LOT F EV_2,-122.467884,37.628303,11 College Rd
CAN CAN LOT 1 ST3,-122.264701,37.448849,Campus Cir
CAN CAN LOT 1 ST4,-122.264656,37.448883,Campus Cir
CAN CAN LOT 1 ST2,-122.264761,37.448818,Campus Cir
SMCCD SKY LOT F EV_3,-122.467829,37.62833,3300 College Rd
SMCCD CSM LOT 5 ST 1,-122.337959,37.53682,1700 West Hillsdale Blvd Marie Curie Lot 5
5757 WILSHIRE EV STATION,-118.353459,34.063865,5757 Wilshire Blvd
WHITTIER CAMPUS LOT #5 EAST-21,-117.982846,33.924558,16200 Amber Valley Dr
WHITTIER CAMPUS LOT #5 WEST 1,-117.981689,33.924544,16200 Amber Valley Dr
WHITTIER CAMPUS LOT #1 - ST-2,-117.984401,33.924205,16200 Amber Valley Dr
WHITTIER CAMPUS LOT #1 - ST 1,-117.9844,33.92422,16200 Amber Valley Dr
SANTA CLARA U. LOYOLA HALL LT3,-121.93263,37.346467,425 El Camino Real
RCEA EV NETWORK BL RANCHERIA 4,-123.998332,40.883443,777 Casino Way
RCEA EV NETWORK BL RANCHERIA 2,-123.99853,40.884778,777 Casino Way
RCEA EV NETWORK BL RANCHERIA 1,-123.998552,40.884819,777 Casino Way
SEMICAT SNB 1,-121.939507,37.472104,47900 Fremont Blvd
